IPID,PI,PMID,DOI,PROJECT
108251.0,"Frank Jess Gonzalez, PhD",29664296.0,10.1021/acs.jproteome.7b00901,BC005562-32
108251.0,"Frank Jess Gonzalez, PhD",29735414.0,10.1016/j.ebiom.2018.04.022,BC005562-32
108251.0,"Frank Jess Gonzalez, PhD",29691238.0,10.1124/dmd.117.080176,BC005562-32
108251.0,"Frank Jess Gonzalez, PhD",30617157.0,10.1074/mcp.RA118.000817,BC005562-32
108488.0,"Louis Staudt, MD, PhD",29427642.0,10.1016/j.jaci.2018.01.027,BC011010-12
108631.0,"Daniel Robert Larson, PhD",29552672.0,10.1016/j.coisb.2017.11.011,BC011383-09
108631.0,"Daniel Robert Larson, PhD",29979962.0,10.1016/j.molcel.2018.06.008,BC011383-09
108631.0,"Daniel Robert Larson, PhD",29986741.0,10.1186/s13059-018-1467-4,BC011383-09
108262.0,"Terrence R Burke, PhD",30049955.0,10.3390/molecules23081858,BC007363-25
112250.0,"David S Waugh, PhD",30198887.0,10.1107/S2053230X18009901,BC011868-01
108467.0,"Marjorie Robert-Guroff, PhD",29341869.0,10.1089/jwh.2017.29016.orwh,BC011063-12
108280.0,"Paul A Roche, PhD",30356278.0,10.1371/journal.pone.0204898,BC009404-25
108280.0,"Paul A Roche, PhD",30686957.0,10.1002/adfm.201801252,BC009404-25
108280.0,"Paul A Roche, PhD",29378848.0,10.1074/jbc.RA118.001775,BC009404-25
108280.0,"Paul A Roche, PhD",29414787.0,10.1074/jbc.RA117.001322,BC009404-25
108585.0,"Udo Rudloff, MD, PhD",29214884.0,10.1080/02656736.2017.1401742,BC011267-10
108585.0,"Udo Rudloff, MD, PhD",29468433.0,10.1186/s40169-018-0184-7,BC011267-10
108585.0,"Udo Rudloff, MD, PhD",30064387.0,10.1186/s12885-018-4690-1,BC011267-10
108585.0,"Udo Rudloff, MD, PhD",30584346.0,10.2147/CEG.S163227,BC011267-10
108585.0,"Udo Rudloff, MD, PhD",29145578.0,10.1093/cid/cix1012,BC011267-10
108585.0,"Udo Rudloff, MD, PhD",30306263.0,10.1007/s00280-018-3699-0,BC011267-10
109029.0,"Giovanna Tosato, MD",30680062.0,10.18632/oncotarget.26516,SC010355-20
108812.0,"Gregoire Yves Altan-Bonnet, PhD",30770905.0,10.1038/s41577-019-0131-x,BC011726-04
108812.0,"Gregoire Yves Altan-Bonnet, PhD",31150166.0,10.1002/cyto.a.23799,BC011726-04
108812.0,"Gregoire Yves Altan-Bonnet, PhD",31714901.0,10.1172/JCI131116,BC011726-04
108725.0,"Gianluca Pegoraro, PhD",30238154.0,10.1007/s00418-018-1726-1,BC011567-06
108725.0,"Gianluca Pegoraro, PhD",29408376.0,10.1016/j.ymeth.2018.01.013,BC011567-06
108725.0,"Gianluca Pegoraro, PhD",30091656.0,10.1091/mbc.E18-06-0359,BC011567-06
108537.0,"Leonard Neckers, PhD",29343704.0,10.1038/s41467-017-02711-w,BC011032-12
108537.0,"Leonard Neckers, PhD",29177649.0,10.1007/978-1-4939-7477-1_3,BC011032-12
108537.0,"Leonard Neckers, PhD",29177662.0,10.1007/978-1-4939-7477-1_16,BC011032-12
108537.0,"Leonard Neckers, PhD",29203712.0,10.1098/rstb.2016.0527,BC011032-12
108536.0,"Deborah K Morrison, PhD",29259016.0,10.1158/0008-5472.CAN-17-2353,BC011107-12
108923.0,"Paul Stuart Albert, PhD",29468711.0,10.1002/sim.7624,CP010181-17
108923.0,"Paul Stuart Albert, PhD",30505944.0,10.1128/mSystems.00219-18,CP010181-17
108923.0,"Paul Stuart Albert, PhD",29531406.0,10.1111/rssc.12226,CP010181-17
108923.0,"Paul Stuart Albert, PhD",30428830.0,10.1186/s12859-018-2412-y,CP010181-17
108923.0,"Paul Stuart Albert, PhD",30920058.0,10.1002/gepi.22199,CP010181-17
108923.0,"Paul Stuart Albert, PhD",30859548.0,10.1111/biom.13053,CP010181-17
108923.0,"Paul Stuart Albert, PhD",29492955.0,10.1111/biom.12862,CP010181-17
108923.0,"Paul Stuart Albert, PhD",31162092.0,10.1016/S1470-2045(19)30301-8,CP010181-17
108923.0,"Paul Stuart Albert, PhD",29145780.0,10.1177/0962280217737157,CP010181-17
108923.0,"Paul Stuart Albert, PhD",29490057.0,10.1093/jnci/djy013,CP010181-17
108923.0,"Paul Stuart Albert, PhD",29803819.0,10.1016/j.ajog.2018.05.016,CP010181-17
108923.0,"Paul Stuart Albert, PhD",30048233.0,10.5888/pcd15.170465,CP010181-17
108923.0,"Paul Stuart Albert, PhD",30116010.0,10.1038/s41598-018-30833-8,CP010181-17
108923.0,"Paul Stuart Albert, PhD",30267541.0,10.1111/biom.12972,CP010181-17
108923.0,"Paul Stuart Albert, PhD",29579785.0,10.1002/sim.7648,CP010181-17
108923.0,"Paul Stuart Albert, PhD",30699015.0,10.2105/AJPH.2018.304843,CP010181-17
108923.0,"Paul Stuart Albert, PhD",29920322.0,10.1016/j.appet.2018.06.020,CP010181-17
108923.0,"Paul Stuart Albert, PhD",29317006.0,10.1017/S1368980017003743,CP010181-17
108923.0,"Paul Stuart Albert, PhD",30920598.0,10.1093/ajcn/nqy349,CP010181-17
108923.0,"Paul Stuart Albert, PhD",31037749.0,10.1002/sim.8163,CP010181-17
108923.0,"Paul Stuart Albert, PhD",31566223.0,10.1093/jnci/djz165,CP010181-17
108923.0,"Paul Stuart Albert, PhD",30956371.0,10.1080/01621459.2017.1379402,CP010181-17
108923.0,"Paul Stuart Albert, PhD",30623487.0,10.1002/gepi.22186,CP010181-17
108923.0,"Paul Stuart Albert, PhD",29896809.0,10.1002/gepi.22135,CP010181-17
108923.0,"Paul Stuart Albert, PhD",30648731.0,10.1111/biom.13023,CP010181-17
108923.0,"Paul Stuart Albert, PhD",29668831.0,10.1093/bioinformatics/bty297,CP010181-17
108923.0,"Paul Stuart Albert, PhD",30295951.0,10.1002/sim.7955,CP010181-17
108923.0,"Paul Stuart Albert, PhD",29861555.0,10.1111/rssa.12312,CP010181-17
108923.0,"Paul Stuart Albert, PhD",30068516.0,10.1158/1055-9965.EPI-18-0098,CP010181-17
108923.0,"Paul Stuart Albert, PhD",29889229.0,10.1210/jc.2017-02442,CP010181-17
108923.0,"Paul Stuart Albert, PhD",30976808.0,10.1093/jnci/djz041,CP010181-17
108923.0,"Paul Stuart Albert, PhD",31125735.0,10.1016/j.jtho.2019.05.012,CP010181-17
108923.0,"Paul Stuart Albert, PhD",29474934.0,10.1016/j.cct.2018.02.010,CP010181-17
108923.0,"Paul Stuart Albert, PhD",30569596.0,10.1002/sim.8052,CP010181-17
108923.0,"Paul Stuart Albert, PhD",30470382.0,10.1016/j.jpeds.2018.08.010,CP010181-17
108923.0,"Paul Stuart Albert, PhD",29659930.0,10.1093/jnci/djy044,CP010181-17
108923.0,"Paul Stuart Albert, PhD",28981575.0,10.1093/bib/bbx072,CP010181-17
108923.0,"Paul Stuart Albert, PhD",30003569.0,10.1002/sim.7898,CP010181-17
108923.0,"Mitchell Henry Gail, MD, PhD",29468711.0,10.1002/sim.7624,CP010181-17
108923.0,"Mitchell Henry Gail, MD, PhD",30505944.0,10.1128/mSystems.00219-18,CP010181-17
108923.0,"Mitchell Henry Gail, MD, PhD",29531406.0,10.1111/rssc.12226,CP010181-17
108923.0,"Mitchell Henry Gail, MD, PhD",30428830.0,10.1186/s12859-018-2412-y,CP010181-17
108923.0,"Mitchell Henry Gail, MD, PhD",30920058.0,10.1002/gepi.22199,CP010181-17
108923.0,"Mitchell Henry Gail, MD, PhD",30859548.0,10.1111/biom.13053,CP010181-17
108923.0,"Mitchell Henry Gail, MD, PhD",29492955.0,10.1111/biom.12862,CP010181-17
108923.0,"Mitchell Henry Gail, MD, PhD",31162092.0,10.1016/S1470-2045(19)30301-8,CP010181-17
108923.0,"Mitchell Henry Gail, MD, PhD",29145780.0,10.1177/0962280217737157,CP010181-17
108923.0,"Mitchell Henry Gail, MD, PhD",29490057.0,10.1093/jnci/djy013,CP010181-17
108923.0,"Mitchell Henry Gail, MD, PhD",29803819.0,10.1016/j.ajog.2018.05.016,CP010181-17
108923.0,"Mitchell Henry Gail, MD, PhD",30048233.0,10.5888/pcd15.170465,CP010181-17
108923.0,"Mitchell Henry Gail, MD, PhD",30116010.0,10.1038/s41598-018-30833-8,CP010181-17
108923.0,"Mitchell Henry Gail, MD, PhD",30267541.0,10.1111/biom.12972,CP010181-17
108923.0,"Mitchell Henry Gail, MD, PhD",29579785.0,10.1002/sim.7648,CP010181-17
108923.0,"Mitchell Henry Gail, MD, PhD",30699015.0,10.2105/AJPH.2018.304843,CP010181-17
108923.0,"Mitchell Henry Gail, MD, PhD",29920322.0,10.1016/j.appet.2018.06.020,CP010181-17
108923.0,"Mitchell Henry Gail, MD, PhD",29317006.0,10.1017/S1368980017003743,CP010181-17
108923.0,"Mitchell Henry Gail, MD, PhD",30920598.0,10.1093/ajcn/nqy349,CP010181-17
108923.0,"Mitchell Henry Gail, MD, PhD",31037749.0,10.1002/sim.8163,CP010181-17
108923.0,"Mitchell Henry Gail, MD, PhD",31566223.0,10.1093/jnci/djz165,CP010181-17
108923.0,"Mitchell Henry Gail, MD, PhD",30956371.0,10.1080/01621459.2017.1379402,CP010181-17
108923.0,"Mitchell Henry Gail, MD, PhD",30623487.0,10.1002/gepi.22186,CP010181-17
108923.0,"Mitchell Henry Gail, MD, PhD",29896809.0,10.1002/gepi.22135,CP010181-17
108923.0,"Mitchell Henry Gail, MD, PhD",30648731.0,10.1111/biom.13023,CP010181-17
108923.0,"Mitchell Henry Gail, MD, PhD",29668831.0,10.1093/bioinformatics/bty297,CP010181-17
108923.0,"Mitchell Henry Gail, MD, PhD",30295951.0,10.1002/sim.7955,CP010181-17
108923.0,"Mitchell Henry Gail, MD, PhD",29861555.0,10.1111/rssa.12312,CP010181-17
108923.0,"Mitchell Henry Gail, MD, PhD",30068516.0,10.1158/1055-9965.EPI-18-0098,CP010181-17
108923.0,"Mitchell Henry Gail, MD, PhD",29889229.0,10.1210/jc.2017-02442,CP010181-17
108923.0,"Mitchell Henry Gail, MD, PhD",30976808.0,10.1093/jnci/djz041,CP010181-17
108923.0,"Mitchell Henry Gail, MD, PhD",31125735.0,10.1016/j.jtho.2019.05.012,CP010181-17
108923.0,"Mitchell Henry Gail, MD, PhD",29474934.0,10.1016/j.cct.2018.02.010,CP010181-17
108923.0,"Mitchell Henry Gail, MD, PhD",30569596.0,10.1002/sim.8052,CP010181-17
108923.0,"Mitchell Henry Gail, MD, PhD",30470382.0,10.1016/j.jpeds.2018.08.010,CP010181-17
108923.0,"Mitchell Henry Gail, MD, PhD",29659930.0,10.1093/jnci/djy044,CP010181-17
108923.0,"Mitchell Henry Gail, MD, PhD",28981575.0,10.1093/bib/bbx072,CP010181-17
108923.0,"Mitchell Henry Gail, MD, PhD",30003569.0,10.1002/sim.7898,CP010181-17
108923.0,"Barry Ira Graubard, PhD",29468711.0,10.1002/sim.7624,CP010181-17
108923.0,"Barry Ira Graubard, PhD",30505944.0,10.1128/mSystems.00219-18,CP010181-17
108923.0,"Barry Ira Graubard, PhD",29531406.0,10.1111/rssc.12226,CP010181-17
108923.0,"Barry Ira Graubard, PhD",30428830.0,10.1186/s12859-018-2412-y,CP010181-17
108923.0,"Barry Ira Graubard, PhD",30920058.0,10.1002/gepi.22199,CP010181-17
108923.0,"Barry Ira Graubard, PhD",30859548.0,10.1111/biom.13053,CP010181-17
108923.0,"Barry Ira Graubard, PhD",29492955.0,10.1111/biom.12862,CP010181-17
108923.0,"Barry Ira Graubard, PhD",31162092.0,10.1016/S1470-2045(19)30301-8,CP010181-17
108923.0,"Barry Ira Graubard, PhD",29145780.0,10.1177/0962280217737157,CP010181-17
108923.0,"Barry Ira Graubard, PhD",29490057.0,10.1093/jnci/djy013,CP010181-17
108923.0,"Barry Ira Graubard, PhD",29803819.0,10.1016/j.ajog.2018.05.016,CP010181-17
108923.0,"Barry Ira Graubard, PhD",30048233.0,10.5888/pcd15.170465,CP010181-17
108923.0,"Barry Ira Graubard, PhD",30116010.0,10.1038/s41598-018-30833-8,CP010181-17
108923.0,"Barry Ira Graubard, PhD",30267541.0,10.1111/biom.12972,CP010181-17
108923.0,"Barry Ira Graubard, PhD",29579785.0,10.1002/sim.7648,CP010181-17
108923.0,"Barry Ira Graubard, PhD",30699015.0,10.2105/AJPH.2018.304843,CP010181-17
108923.0,"Barry Ira Graubard, PhD",29920322.0,10.1016/j.appet.2018.06.020,CP010181-17
108923.0,"Barry Ira Graubard, PhD",29317006.0,10.1017/S1368980017003743,CP010181-17
108923.0,"Barry Ira Graubard, PhD",30920598.0,10.1093/ajcn/nqy349,CP010181-17
108923.0,"Barry Ira Graubard, PhD",31037749.0,10.1002/sim.8163,CP010181-17
108923.0,"Barry Ira Graubard, PhD",31566223.0,10.1093/jnci/djz165,CP010181-17
108923.0,"Barry Ira Graubard, PhD",30956371.0,10.1080/01621459.2017.1379402,CP010181-17
108923.0,"Barry Ira Graubard, PhD",30623487.0,10.1002/gepi.22186,CP010181-17
108923.0,"Barry Ira Graubard, PhD",29896809.0,10.1002/gepi.22135,CP010181-17
108923.0,"Barry Ira Graubard, PhD",30648731.0,10.1111/biom.13023,CP010181-17
108923.0,"Barry Ira Graubard, PhD",29668831.0,10.1093/bioinformatics/bty297,CP010181-17
108923.0,"Barry Ira Graubard, PhD",30295951.0,10.1002/sim.7955,CP010181-17
108923.0,"Barry Ira Graubard, PhD",29861555.0,10.1111/rssa.12312,CP010181-17
108923.0,"Barry Ira Graubard, PhD",30068516.0,10.1158/1055-9965.EPI-18-0098,CP010181-17
108923.0,"Barry Ira Graubard, PhD",29889229.0,10.1210/jc.2017-02442,CP010181-17
108923.0,"Barry Ira Graubard, PhD",30976808.0,10.1093/jnci/djz041,CP010181-17
108923.0,"Barry Ira Graubard, PhD",31125735.0,10.1016/j.jtho.2019.05.012,CP010181-17
108923.0,"Barry Ira Graubard, PhD",29474934.0,10.1016/j.cct.2018.02.010,CP010181-17
108923.0,"Barry Ira Graubard, PhD",30569596.0,10.1002/sim.8052,CP010181-17
108923.0,"Barry Ira Graubard, PhD",30470382.0,10.1016/j.jpeds.2018.08.010,CP010181-17
108923.0,"Barry Ira Graubard, PhD",29659930.0,10.1093/jnci/djy044,CP010181-17
108923.0,"Barry Ira Graubard, PhD",28981575.0,10.1093/bib/bbx072,CP010181-17
108923.0,"Barry Ira Graubard, PhD",30003569.0,10.1002/sim.7898,CP010181-17
108923.0,"Ruth Pfeiffer, PhD",29468711.0,10.1002/sim.7624,CP010181-17
108923.0,"Ruth Pfeiffer, PhD",30505944.0,10.1128/mSystems.00219-18,CP010181-17
108923.0,"Ruth Pfeiffer, PhD",29531406.0,10.1111/rssc.12226,CP010181-17
108923.0,"Ruth Pfeiffer, PhD",30428830.0,10.1186/s12859-018-2412-y,CP010181-17
108923.0,"Ruth Pfeiffer, PhD",30920058.0,10.1002/gepi.22199,CP010181-17
108923.0,"Ruth Pfeiffer, PhD",30859548.0,10.1111/biom.13053,CP010181-17
108923.0,"Ruth Pfeiffer, PhD",29492955.0,10.1111/biom.12862,CP010181-17
108923.0,"Ruth Pfeiffer, PhD",31162092.0,10.1016/S1470-2045(19)30301-8,CP010181-17
108923.0,"Ruth Pfeiffer, PhD",29145780.0,10.1177/0962280217737157,CP010181-17
108923.0,"Ruth Pfeiffer, PhD",29490057.0,10.1093/jnci/djy013,CP010181-17
108923.0,"Ruth Pfeiffer, PhD",29803819.0,10.1016/j.ajog.2018.05.016,CP010181-17
108923.0,"Ruth Pfeiffer, PhD",30048233.0,10.5888/pcd15.170465,CP010181-17
108923.0,"Ruth Pfeiffer, PhD",30116010.0,10.1038/s41598-018-30833-8,CP010181-17
108923.0,"Ruth Pfeiffer, PhD",30267541.0,10.1111/biom.12972,CP010181-17
108923.0,"Ruth Pfeiffer, PhD",29579785.0,10.1002/sim.7648,CP010181-17
108923.0,"Ruth Pfeiffer, PhD",30699015.0,10.2105/AJPH.2018.304843,CP010181-17
108923.0,"Ruth Pfeiffer, PhD",29920322.0,10.1016/j.appet.2018.06.020,CP010181-17
108923.0,"Ruth Pfeiffer, PhD",29317006.0,10.1017/S1368980017003743,CP010181-17
108923.0,"Ruth Pfeiffer, PhD",30920598.0,10.1093/ajcn/nqy349,CP010181-17
108923.0,"Ruth Pfeiffer, PhD",31037749.0,10.1002/sim.8163,CP010181-17
108923.0,"Ruth Pfeiffer, PhD",31566223.0,10.1093/jnci/djz165,CP010181-17
108923.0,"Ruth Pfeiffer, PhD",30956371.0,10.1080/01621459.2017.1379402,CP010181-17
108923.0,"Ruth Pfeiffer, PhD",30623487.0,10.1002/gepi.22186,CP010181-17
108923.0,"Ruth Pfeiffer, PhD",29896809.0,10.1002/gepi.22135,CP010181-17
108923.0,"Ruth Pfeiffer, PhD",30648731.0,10.1111/biom.13023,CP010181-17
108923.0,"Ruth Pfeiffer, PhD",29668831.0,10.1093/bioinformatics/bty297,CP010181-17
108923.0,"Ruth Pfeiffer, PhD",30295951.0,10.1002/sim.7955,CP010181-17
108923.0,"Ruth Pfeiffer, PhD",29861555.0,10.1111/rssa.12312,CP010181-17
108923.0,"Ruth Pfeiffer, PhD",30068516.0,10.1158/1055-9965.EPI-18-0098,CP010181-17
108923.0,"Ruth Pfeiffer, PhD",29889229.0,10.1210/jc.2017-02442,CP010181-17
108923.0,"Ruth Pfeiffer, PhD",30976808.0,10.1093/jnci/djz041,CP010181-17
108923.0,"Ruth Pfeiffer, PhD",31125735.0,10.1016/j.jtho.2019.05.012,CP010181-17
108923.0,"Ruth Pfeiffer, PhD",29474934.0,10.1016/j.cct.2018.02.010,CP010181-17
108923.0,"Ruth Pfeiffer, PhD",30569596.0,10.1002/sim.8052,CP010181-17
108923.0,"Ruth Pfeiffer, PhD",30470382.0,10.1016/j.jpeds.2018.08.010,CP010181-17
108923.0,"Ruth Pfeiffer, PhD",29659930.0,10.1093/jnci/djy044,CP010181-17
108923.0,"Ruth Pfeiffer, PhD",28981575.0,10.1093/bib/bbx072,CP010181-17
108923.0,"Ruth Pfeiffer, PhD",30003569.0,10.1002/sim.7898,CP010181-17
108923.0,"Philip Samuel Rosenberg, PhD",29468711.0,10.1002/sim.7624,CP010181-17
108923.0,"Philip Samuel Rosenberg, PhD",30505944.0,10.1128/mSystems.00219-18,CP010181-17
108923.0,"Philip Samuel Rosenberg, PhD",29531406.0,10.1111/rssc.12226,CP010181-17
108923.0,"Philip Samuel Rosenberg, PhD",30428830.0,10.1186/s12859-018-2412-y,CP010181-17
108923.0,"Philip Samuel Rosenberg, PhD",30920058.0,10.1002/gepi.22199,CP010181-17
108923.0,"Philip Samuel Rosenberg, PhD",30859548.0,10.1111/biom.13053,CP010181-17
108923.0,"Philip Samuel Rosenberg, PhD",29492955.0,10.1111/biom.12862,CP010181-17
108923.0,"Philip Samuel Rosenberg, PhD",31162092.0,10.1016/S1470-2045(19)30301-8,CP010181-17
108923.0,"Philip Samuel Rosenberg, PhD",29145780.0,10.1177/0962280217737157,CP010181-17
108923.0,"Philip Samuel Rosenberg, PhD",29490057.0,10.1093/jnci/djy013,CP010181-17
108923.0,"Philip Samuel Rosenberg, PhD",29803819.0,10.1016/j.ajog.2018.05.016,CP010181-17
108923.0,"Philip Samuel Rosenberg, PhD",30048233.0,10.5888/pcd15.170465,CP010181-17
108923.0,"Philip Samuel Rosenberg, PhD",30116010.0,10.1038/s41598-018-30833-8,CP010181-17
108923.0,"Philip Samuel Rosenberg, PhD",30267541.0,10.1111/biom.12972,CP010181-17
108923.0,"Philip Samuel Rosenberg, PhD",29579785.0,10.1002/sim.7648,CP010181-17
108923.0,"Philip Samuel Rosenberg, PhD",30699015.0,10.2105/AJPH.2018.304843,CP010181-17
108923.0,"Philip Samuel Rosenberg, PhD",29920322.0,10.1016/j.appet.2018.06.020,CP010181-17
108923.0,"Philip Samuel Rosenberg, PhD",29317006.0,10.1017/S1368980017003743,CP010181-17
108923.0,"Philip Samuel Rosenberg, PhD",30920598.0,10.1093/ajcn/nqy349,CP010181-17
108923.0,"Philip Samuel Rosenberg, PhD",31037749.0,10.1002/sim.8163,CP010181-17
108923.0,"Philip Samuel Rosenberg, PhD",31566223.0,10.1093/jnci/djz165,CP010181-17
108923.0,"Philip Samuel Rosenberg, PhD",30956371.0,10.1080/01621459.2017.1379402,CP010181-17
108923.0,"Philip Samuel Rosenberg, PhD",30623487.0,10.1002/gepi.22186,CP010181-17
108923.0,"Philip Samuel Rosenberg, PhD",29896809.0,10.1002/gepi.22135,CP010181-17
108923.0,"Philip Samuel Rosenberg, PhD",30648731.0,10.1111/biom.13023,CP010181-17
108923.0,"Philip Samuel Rosenberg, PhD",29668831.0,10.1093/bioinformatics/bty297,CP010181-17
108923.0,"Philip Samuel Rosenberg, PhD",30295951.0,10.1002/sim.7955,CP010181-17
108923.0,"Philip Samuel Rosenberg, PhD",29861555.0,10.1111/rssa.12312,CP010181-17
108923.0,"Philip Samuel Rosenberg, PhD",30068516.0,10.1158/1055-9965.EPI-18-0098,CP010181-17
108923.0,"Philip Samuel Rosenberg, PhD",29889229.0,10.1210/jc.2017-02442,CP010181-17
108923.0,"Philip Samuel Rosenberg, PhD",30976808.0,10.1093/jnci/djz041,CP010181-17
108923.0,"Philip Samuel Rosenberg, PhD",31125735.0,10.1016/j.jtho.2019.05.012,CP010181-17
108923.0,"Philip Samuel Rosenberg, PhD",29474934.0,10.1016/j.cct.2018.02.010,CP010181-17
108923.0,"Philip Samuel Rosenberg, PhD",30569596.0,10.1002/sim.8052,CP010181-17
108923.0,"Philip Samuel Rosenberg, PhD",30470382.0,10.1016/j.jpeds.2018.08.010,CP010181-17
108923.0,"Philip Samuel Rosenberg, PhD",29659930.0,10.1093/jnci/djy044,CP010181-17
108923.0,"Philip Samuel Rosenberg, PhD",28981575.0,10.1093/bib/bbx072,CP010181-17
108923.0,"Philip Samuel Rosenberg, PhD",30003569.0,10.1002/sim.7898,CP010181-17
108923.0,"Kai Yu, PhD",29468711.0,10.1002/sim.7624,CP010181-17
108923.0,"Kai Yu, PhD",30505944.0,10.1128/mSystems.00219-18,CP010181-17
108923.0,"Kai Yu, PhD",29531406.0,10.1111/rssc.12226,CP010181-17
108923.0,"Kai Yu, PhD",30428830.0,10.1186/s12859-018-2412-y,CP010181-17
108923.0,"Kai Yu, PhD",30920058.0,10.1002/gepi.22199,CP010181-17
108923.0,"Kai Yu, PhD",30859548.0,10.1111/biom.13053,CP010181-17
108923.0,"Kai Yu, PhD",29492955.0,10.1111/biom.12862,CP010181-17
108923.0,"Kai Yu, PhD",31162092.0,10.1016/S1470-2045(19)30301-8,CP010181-17
108923.0,"Kai Yu, PhD",29145780.0,10.1177/0962280217737157,CP010181-17
108923.0,"Kai Yu, PhD",29490057.0,10.1093/jnci/djy013,CP010181-17
108923.0,"Kai Yu, PhD",29803819.0,10.1016/j.ajog.2018.05.016,CP010181-17
108923.0,"Kai Yu, PhD",30048233.0,10.5888/pcd15.170465,CP010181-17
108923.0,"Kai Yu, PhD",30116010.0,10.1038/s41598-018-30833-8,CP010181-17
108923.0,"Kai Yu, PhD",30267541.0,10.1111/biom.12972,CP010181-17
108923.0,"Kai Yu, PhD",29579785.0,10.1002/sim.7648,CP010181-17
108923.0,"Kai Yu, PhD",30699015.0,10.2105/AJPH.2018.304843,CP010181-17
108923.0,"Kai Yu, PhD",29920322.0,10.1016/j.appet.2018.06.020,CP010181-17
108923.0,"Kai Yu, PhD",29317006.0,10.1017/S1368980017003743,CP010181-17
108923.0,"Kai Yu, PhD",30920598.0,10.1093/ajcn/nqy349,CP010181-17
108923.0,"Kai Yu, PhD",31037749.0,10.1002/sim.8163,CP010181-17
108923.0,"Kai Yu, PhD",31566223.0,10.1093/jnci/djz165,CP010181-17
108923.0,"Kai Yu, PhD",30956371.0,10.1080/01621459.2017.1379402,CP010181-17
108923.0,"Kai Yu, PhD",30623487.0,10.1002/gepi.22186,CP010181-17
108923.0,"Kai Yu, PhD",29896809.0,10.1002/gepi.22135,CP010181-17
108923.0,"Kai Yu, PhD",30648731.0,10.1111/biom.13023,CP010181-17
108923.0,"Kai Yu, PhD",29668831.0,10.1093/bioinformatics/bty297,CP010181-17
108923.0,"Kai Yu, PhD",30295951.0,10.1002/sim.7955,CP010181-17
108923.0,"Kai Yu, PhD",29861555.0,10.1111/rssa.12312,CP010181-17
108923.0,"Kai Yu, PhD",30068516.0,10.1158/1055-9965.EPI-18-0098,CP010181-17
108923.0,"Kai Yu, PhD",29889229.0,10.1210/jc.2017-02442,CP010181-17
108923.0,"Kai Yu, PhD",30976808.0,10.1093/jnci/djz041,CP010181-17
108923.0,"Kai Yu, PhD",31125735.0,10.1016/j.jtho.2019.05.012,CP010181-17
108923.0,"Kai Yu, PhD",29474934.0,10.1016/j.cct.2018.02.010,CP010181-17
108923.0,"Kai Yu, PhD",30569596.0,10.1002/sim.8052,CP010181-17
108923.0,"Kai Yu, PhD",30470382.0,10.1016/j.jpeds.2018.08.010,CP010181-17
108923.0,"Kai Yu, PhD",29659930.0,10.1093/jnci/djy044,CP010181-17
108923.0,"Kai Yu, PhD",28981575.0,10.1093/bib/bbx072,CP010181-17
108923.0,"Kai Yu, PhD",30003569.0,10.1002/sim.7898,CP010181-17
108923.0,"Hormuzdiar Aspandiar Katki, MS, PhD",29468711.0,10.1002/sim.7624,CP010181-17
108923.0,"Hormuzdiar Aspandiar Katki, MS, PhD",30505944.0,10.1128/mSystems.00219-18,CP010181-17
108923.0,"Hormuzdiar Aspandiar Katki, MS, PhD",29531406.0,10.1111/rssc.12226,CP010181-17
108923.0,"Hormuzdiar Aspandiar Katki, MS, PhD",30428830.0,10.1186/s12859-018-2412-y,CP010181-17
108923.0,"Hormuzdiar Aspandiar Katki, MS, PhD",30920058.0,10.1002/gepi.22199,CP010181-17
108923.0,"Hormuzdiar Aspandiar Katki, MS, PhD",30859548.0,10.1111/biom.13053,CP010181-17
108923.0,"Hormuzdiar Aspandiar Katki, MS, PhD",29492955.0,10.1111/biom.12862,CP010181-17
108923.0,"Hormuzdiar Aspandiar Katki, MS, PhD",31162092.0,10.1016/S1470-2045(19)30301-8,CP010181-17
108923.0,"Hormuzdiar Aspandiar Katki, MS, PhD",29145780.0,10.1177/0962280217737157,CP010181-17
108923.0,"Hormuzdiar Aspandiar Katki, MS, PhD",29490057.0,10.1093/jnci/djy013,CP010181-17
108923.0,"Hormuzdiar Aspandiar Katki, MS, PhD",29803819.0,10.1016/j.ajog.2018.05.016,CP010181-17
108923.0,"Hormuzdiar Aspandiar Katki, MS, PhD",30048233.0,10.5888/pcd15.170465,CP010181-17
108923.0,"Hormuzdiar Aspandiar Katki, MS, PhD",30116010.0,10.1038/s41598-018-30833-8,CP010181-17
108923.0,"Hormuzdiar Aspandiar Katki, MS, PhD",30267541.0,10.1111/biom.12972,CP010181-17
108923.0,"Hormuzdiar Aspandiar Katki, MS, PhD",29579785.0,10.1002/sim.7648,CP010181-17
108923.0,"Hormuzdiar Aspandiar Katki, MS, PhD",30699015.0,10.2105/AJPH.2018.304843,CP010181-17
108923.0,"Hormuzdiar Aspandiar Katki, MS, PhD",29920322.0,10.1016/j.appet.2018.06.020,CP010181-17
108923.0,"Hormuzdiar Aspandiar Katki, MS, PhD",29317006.0,10.1017/S1368980017003743,CP010181-17
108923.0,"Hormuzdiar Aspandiar Katki, MS, PhD",30920598.0,10.1093/ajcn/nqy349,CP010181-17
108923.0,"Hormuzdiar Aspandiar Katki, MS, PhD",31037749.0,10.1002/sim.8163,CP010181-17
108923.0,"Hormuzdiar Aspandiar Katki, MS, PhD",31566223.0,10.1093/jnci/djz165,CP010181-17
